quilates,porcentaje profundidad,ancho superior,price
0.9,63.6,61.0,3701
0.32,62.1,58.0,645
0.41,60.2,59.0,961
1.7,61.7,59.0,11062
0.7,62.5,56.0,3063
0.9,58.4,62.0,3629
1.04,59.2,58.0,4484
0.31,62.6,55.0,544
2.0,61.6,59.0,17835
0.42,61.1,55.0,660
2.0,61.5,59.0,5051
0.9,61.2,60.0,4381
1.07,62.5,56.0,5764
0.42,61.0,56.0,1213
0.4,57.1,64.0,798
0.56,61.8,54.0,1694
0.8,63.4,56.0,3273
0.7,63.1,54.0,2142
0.93,61.9,57.0,3359
1.54,60.2,59.0,9600
1.52,61.2,55.4,9067
1.0,65.9,54.0,4704
0.7,62.2,58.0,2889
1.51,63.2,57.0,12311
0.73,59.2,58.0,1744
0.52,62.0,57.0,1794
0.91,62.3,55.0,4775
1.55,60.1,58.0,11871
1.21,62.2,60.0,9419
1.24,61.6,56.0,7743
1.01,62.4,56.0,4808
0.8,61.4,56.0,2451
0.31,60.6,56.0,1140
0.94,62.4,58.0,4098
0.52,61.7,55.0,2338
1.07,60.3,58.0,4700
2.0,59.5,62.0,15510
0.8,63.6,56.0,3471
0.5,57.7,60.0,963
0.32,61.6,61.0,421
1.02,62.7,56.0,6854
0.42,62.1,55.0,743
1.13,60.1,56.0,8157
0.36,60.8,59.0,631
0.81,68.8,79.0,2301
0.7,62.8,56.0,2992
0.8,63.4,60.0,2845
0.5,62.3,54.3,2033
0.41,61.4,59.0,1042
0.51,61.8,58.0,1640
1.03,58.8,62.0,4070
0.34,61.9,56.0,689
0.36,60.5,60.0,932
2.35,59.9,58.0,17294
0.37,59.1,60.0,1082
0.7,60.6,58.0,2596
0.36,61.4,54.0,505
0.6,63.7,56.0,2010
1.01,61.5,58.0,6244
1.71,59.5,59.0,12791
0.58,62.1,55.0,1332
0.3,61.7,66.0,593
0.75,63.0,58.0,2295
1.01,62.3,59.0,4384
0.32,60.8,62.0,548
0.81,61.5,57.0,2748
1.21,61.3,57.0,8879
0.33,61.9,56.0,856
0.52,61.2,58.0,2254
0.54,59.0,60.0,1389
1.58,62.4,60.0,14451
1.01,63.7,58.0,3626
0.3,61.9,58.0,712
0.32,61.5,56.0,886
1.0,63.5,56.0,5633
0.8,63.0,56.0,2657
0.7,60.0,58.0,2527
0.56,61.2,56.0,1723
1.0,61.9,55.0,8333
0.7,63.9,59.0,1929
0.58,63.1,57.0,1401
0.37,60.7,60.0,532
0.39,61.7,59.4,709
1.53,61.5,59.0,15592
0.71,61.0,61.0,1853
0.74,61.0,60.0,2553
0.32,61.0,61.0,612
1.5,61.7,55.0,5460
0.3,61.4,58.0,1013
1.06,62.0,57.0,13344
0.34,61.0,55.0,974
0.23,60.8,58.0,402
0.9,62.6,55.0,3102
2.24,60.3,59.0,17989
0.38,60.2,58.0,1284
1.6,62.0,55.0,9376
0.55,61.1,57.0,2644
0.73,58.9,60.0,2503
0.33,62.2,54.0,906
0.71,62.2,58.0,2352
0.4,62.4,56.0,1050
0.31,63.1,57.0,544
0.44,61.9,57.0,694
0.7,62.6,62.0,2546
0.41,59.7,59.0,827
0.7,58.0,62.0,2749
0.7,64.2,58.0,1865
0.4,61.9,55.0,1074
0.36,60.6,57.0,761
0.31,61.7,61.0,698
1.03,61.6,59.0,4362
1.04,61.6,61.0,3203
1.02,60.4,59.0,5008
0.56,62.1,55.0,1417
2.28,61.6,57.0,13907
1.7,64.1,60.0,15385
0.31,61.0,56.0,872
0.3,61.1,57.0,764
0.71,59.7,57.0,2920
1.5,62.7,58.0,11303
1.2,61.3,60.0,4131
2.12,62.4,57.0,16466
1.53,59.2,57.0,11873
0.3,61.5,56.0,1041
0.8,61.5,56.0,2652
0.51,62.3,54.0,1660
0.3,62.9,58.0,956
1.0,59.7,59.0,5046
0.34,61.1,55.0,838
0.5,61.4,59.0,1624
0.8,60.1,58.0,3082
0.5,62.2,59.0,1436
0.52,60.4,57.0,1887
0.59,62.3,54.0,1912
0.4,63.1,56.0,622
0.71,62.4,57.0,2950
0.57,61.6,56.0,1397
1.06,61.0,57.0,9712
0.31,62.8,56.0,786
1.0,62.8,58.0,4816
0.71,61.2,56.0,2891
1.07,60.1,60.0,6022
2.01,62.2,57.0,16410
0.33,62.8,58.0,550
0.26,62.9,61.0,547
0.26,59.8,59.0,468
0.32,60.0,61.0,393
1.02,60.3,58.0,8181
0.52,62.0,54.0,2230
0.32,62.0,56.0,1171
0.7,61.7,55.0,4114
0.7,62.9,56.0,2100
0.91,63.6,58.0,4257
1.52,62.5,59.0,9973
1.13,62.2,56.0,5457
0.3,62.0,55.0,844
0.51,60.6,56.0,1569
0.56,61.4,57.0,1279
0.54,61.1,57.0,1820
1.15,62.5,60.0,4851
0.31,63.0,58.0,408
0.9,62.1,62.0,2964
1.04,62.1,56.0,8610
0.54,60.3,57.0,1389
0.36,60.8,56.0,803
0.72,61.3,57.0,2654
0.38,60.9,56.0,1068
0.3,62.5,59.0,658
0.57,61.4,58.0,1949
0.34,61.7,55.0,667
1.2,62.4,58.0,5846
0.5,60.4,64.0,1047
0.33,61.5,55.0,532
0.32,58.4,57.0,672
0.34,59.8,57.0,725
0.73,59.7,59.0,2365
0.35,62.4,55.0,669
1.52,59.8,58.0,12823
0.5,61.9,54.0,1370
1.5,61.2,61.0,12196
1.07,60.9,58.0,18114
0.4,56.3,59.0,1254
0.38,60.7,56.0,1069
0.31,61.0,56.0,816
1.02,62.4,59.0,3927
1.14,60.2,58.0,6095
1.5,64.2,56.0,8749
0.4,61.4,58.0,675
1.51,63.7,58.0,14654
0.86,66.5,54.1,3418
1.01,59.2,60.0,6416
0.43,62.3,54.0,1094
0.32,63.1,55.0,576
0.31,62.4,57.0,802
0.31,60.4,59.0,1046
0.32,61.3,56.0,828
0.72,62.3,59.0,2612
0.5,62.4,57.0,1568
0.7,61.3,59.0,2987
0.43,61.0,57.0,1056
0.35,61.3,56.0,620
0.41,62.3,57.0,1582
0.4,61.2,55.0,772
0.73,60.9,55.0,3937
0.54,58.2,60.0,1551
0.91,62.1,58.0,4332
0.53,62.3,58.0,1607
1.5,61.2,58.0,9645
0.54,61.5,55.0,1327
0.56,62.5,56.0,1340
2.0,68.7,55.0,9549
0.41,62.9,54.0,1187
1.18,61.4,55.0,6013
1.22,61.1,60.0,13824
0.93,61.3,59.0,2374
1.61,62.9,59.0,8024
0.24,65.0,58.0,492
1.12,59.8,58.0,5329
0.4,61.4,56.0,1078
0.72,59.2,63.0,3952
0.55,61.7,57.0,1715
2.01,61.8,59.0,17235
0.7,60.5,57.0,2460
0.38,58.2,58.0,1064
0.71,63.3,56.0,2274
1.02,62.9,59.0,4884
1.58,62.6,56.0,9176
1.22,62.0,60.0,9756
1.71,59.1,58.0,14882
1.27,62.6,57.0,4693
0.7,61.4,56.0,2733
0.29,60.7,57.0,607
1.16,61.2,58.0,5554
0.39,58.1,60.0,1056
0.31,61.6,55.0,891
0.2,62.6,59.0,367
0.52,62.0,53.0,1701
1.0,65.2,62.0,3965
1.01,61.5,60.0,4242
2.01,63.1,55.0,13849
0.41,62.6,54.0,612
0.71,62.0,55.0,3252
1.01,63.1,55.0,3507
0.77,62.0,56.0,3318
0.7,61.7,56.0,2972
0.7,61.8,58.0,2479
1.03,60.7,63.0,4326
1.11,62.5,54.0,6737
0.24,62.4,56.0,461
0.37,62.7,51.0,833
0.36,61.8,55.0,725
0.54,61.8,58.0,1662
1.18,62.7,55.0,6678
1.5,62.3,57.0,7955
0.33,62.0,54.0,675
1.01,65.6,59.0,4106
0.26,62.1,56.0,556
0.51,63.4,58.0,1244
1.61,58.4,59.0,9341
0.34,62.1,56.0,880
0.9,63.7,58.0,3948
0.43,61.1,59.0,1113
0.31,61.9,57.0,732
0.23,63.8,57.0,447
0.39,60.2,59.0,1024
1.0,60.8,55.0,6296
1.71,63.5,59.0,13818
0.76,61.4,57.0,3038
1.52,58.6,62.0,8366
0.29,59.8,55.0,737
0.41,60.9,56.0,810
0.32,61.5,56.0,972
0.6,61.4,57.0,1601
1.0,62.1,61.0,4307
1.11,62.1,58.0,4283
2.41,57.7,61.0,17923
0.51,62.3,58.0,1656
0.33,58.9,61.0,609
0.43,61.2,57.0,941
0.82,61.9,57.0,3903
1.19,62.3,55.0,6335
0.24,61.4,58.0,419
1.05,62.9,57.0,6373
0.57,61.8,55.0,1982
1.15,61.8,55.0,6300
0.23,61.9,58.0,472
0.6,62.7,54.0,1654
2.01,63.2,58.0,18507
1.2,62.1,58.0,9337
0.31,62.2,55.0,396
2.05,59.8,56.0,12839
1.6,60.1,57.0,13853
1.01,61.9,58.0,4412
1.01,62.1,58.0,6997
1.01,63.9,58.0,6330
0.39,61.8,57.0,1232
0.91,61.0,51.0,3546
1.0,63.4,58.0,3304
0.7,63.5,58.0,2686
0.83,62.1,57.0,3044
1.57,60.2,59.0,7832
0.8,63.3,59.0,3365
0.3,61.0,57.0,863
1.51,61.8,57.0,15118
1.06,61.3,58.0,7275
0.6,65.3,56.0,1350
0.31,62.6,57.0,462
1.38,62.3,60.0,6369
1.21,62.3,58.0,10009
0.71,60.9,59.0,2743
1.0,62.6,60.0,5292
0.39,62.3,55.0,1124
0.38,62.4,56.0,660
0.5,62.9,59.0,1286
0.9,63.0,55.0,3162
0.61,62.0,54.4,1773
0.44,61.4,56.0,761
0.9,60.6,57.0,4455
1.01,63.8,60.0,7127
0.7,65.0,56.0,2268
0.34,61.5,57.0,765
0.4,59.9,57.0,1200
1.51,62.7,57.0,8193
2.01,59.7,63.0,17751
0.6,63.2,56.0,2177
1.02,60.5,57.0,4297
0.94,62.3,59.0,3095
0.36,61.5,54.0,1021
0.5,63.0,57.0,1629
0.58,62.1,56.0,1666
0.51,62.4,57.0,1546
0.91,60.9,61.0,3453
1.03,64.1,62.0,3149
0.4,61.4,56.0,1152
2.22,61.8,59.0,16689
1.51,62.5,60.0,11760
0.52,61.9,55.0,1549
0.6,61.4,55.0,1766
0.31,61.8,58.0,555
0.34,61.1,56.0,1208
0.33,61.8,54.0,539
0.31,62.1,54.0,914
0.8,60.9,57.0,4043
0.41,61.9,59.0,1153
1.22,62.7,58.0,5602
0.74,61.9,56.0,2805
1.67,62.6,56.0,13063
0.41,62.2,54.0,1151
0.76,60.1,59.0,3192
0.38,62.2,54.0,1229
0.42,63.2,58.0,910
0.34,62.1,54.0,695
0.31,60.0,58.0,661
1.21,60.0,58.0,10430
2.03,60.9,60.0,11968
1.51,65.1,59.0,5801
0.71,60.6,57.0,2325
1.0,61.6,60.0,4758
1.01,61.4,60.0,4564
1.0,61.6,55.0,6209
1.72,62.4,59.0,10697
0.31,61.2,59.0,942
2.02,61.7,57.0,13109
2.01,58.5,58.0,16956
1.09,62.0,54.8,8149
0.32,60.9,57.0,929
1.2,62.0,55.0,7318
0.42,61.7,56.0,958
0.31,61.5,56.0,642
0.58,59.7,59.0,1990
0.42,61.2,54.0,921
0.42,61.9,58.0,1087
1.01,62.7,58.0,3337
0.3,61.3,59.0,956
0.3,61.8,56.0,776
0.32,60.4,61.0,672
0.42,62.2,54.0,847
1.12,61.6,58.0,4654
0.77,60.8,58.0,2519
1.07,62.0,55.0,4958
0.31,62.0,56.0,1046
1.0,62.7,62.0,7812
0.54,61.3,56.0,2671
0.4,58.3,59.0,1152
1.0,63.1,64.0,4435
0.4,63.8,54.0,798
1.01,58.8,62.0,4197
0.31,61.9,56.0,636
0.53,61.4,57.0,2860
1.5,64.5,59.0,5846
0.72,61.7,54.0,2737
1.2,57.8,61.0,5570
0.4,61.2,57.0,945
1.04,62.8,55.0,4321
0.4,62.4,54.0,667
0.74,61.7,55.0,2810
0.64,61.6,62.0,1926
0.3,62.3,59.0,605
0.59,61.8,56.0,1552
0.63,61.6,55.0,2440
0.7,62.0,73.0,2100
0.93,60.8,59.0,4448
1.01,62.0,60.0,6066
0.31,63.3,53.0,523
0.41,61.2,56.0,1115
0.54,63.2,57.0,1135
1.0,64.3,59.0,4065
0.9,61.1,58.0,4106
0.3,61.6,56.0,1041
2.08,63.8,58.0,13956
1.23,61.2,58.0,5315
1.09,62.3,55.0,5238
0.31,63.2,59.0,698
1.52,61.2,62.0,10512
1.03,60.7,60.0,4384
0.32,62.7,56.0,524
0.7,62.2,56.0,2107
1.2,60.0,60.0,5408
1.12,62.3,56.0,5291
1.0,59.5,61.0,7589
1.04,59.8,56.0,10515
1.5,60.7,60.0,14386
0.28,61.7,58.0,487
0.32,60.8,57.0,842
1.1,62.8,57.0,4158
1.2,62.3,54.0,10812
2.02,62.7,58.0,18398
2.23,61.0,58.0,14732
1.53,58.7,59.0,8688
1.02,61.3,57.0,2387
1.0,63.0,56.0,8154
1.27,60.1,58.0,5761
0.24,59.0,59.0,552
0.58,61.8,55.0,2192
0.52,61.9,55.0,1586
0.65,59.6,60.3,1828
0.34,61.4,59.0,765
1.01,62.7,58.0,6618
1.04,57.4,60.0,3844
0.3,62.4,59.0,447
1.31,60.9,58.0,5652
1.06,62.5,55.0,4238
1.0,61.7,55.0,5938
0.3,61.8,60.0,524
1.27,63.0,60.0,6654
0.52,60.4,57.0,1872
2.03,62.8,59.0,13063
0.24,62.4,58.0,552
0.4,62.0,57.0,737
1.0,61.6,56.0,6013
1.08,61.6,56.0,5419
1.09,61.8,57.0,5904
0.32,61.0,59.0,952
0.3,63.0,54.0,878
1.07,62.1,58.0,5055
0.41,63.1,59.0,904
0.55,61.8,55.0,1316
0.34,61.7,56.0,775
0.23,60.8,58.0,402
0.71,62.7,58.0,2381
0.52,60.9,57.0,1713
0.53,60.1,54.0,1607
1.02,60.9,58.0,4284
0.47,61.3,56.0,784
0.54,61.6,54.0,1665
0.38,62.0,57.0,1176
0.6,62.2,56.0,2306
1.0,60.5,59.0,5299
0.3,61.7,56.0,465
0.53,61.3,56.0,2015
1.0,60.6,61.0,4390
1.0,63.0,58.0,6048
0.3,61.9,61.0,526
1.61,62.0,58.0,8978
0.9,61.1,58.0,3967
1.51,62.9,57.0,9513
1.22,63.0,55.0,12036
0.51,60.6,56.0,1687
0.32,61.4,57.0,720
0.55,61.0,61.0,1384
0.3,62.1,55.0,863
0.5,63.2,57.0,1410
1.22,62.2,57.0,5466
0.33,60.3,57.0,928
0.31,61.0,58.0,732
0.53,61.1,55.0,2472
0.34,60.5,59.0,626
1.24,60.1,59.0,5783
0.41,61.1,58.0,1007
1.55,60.6,57.0,12087
0.52,61.3,56.0,2675
0.33,61.2,59.0,948
0.4,62.3,62.0,945
1.23,61.7,57.0,9376
0.54,63.8,54.0,1250
0.71,62.6,58.0,2853
0.34,61.2,57.0,637
0.53,63.9,55.0,1132
1.01,62.9,60.0,4760
1.01,61.9,57.0,7013
1.05,61.7,56.0,6350
1.2,57.8,59.0,8032
2.29,60.1,58.0,13711
1.0,60.6,59.0,6115
1.23,60.1,60.0,5209
0.55,60.1,55.0,1634
1.01,62.1,60.0,5839
1.0,60.5,61.0,4004
0.33,60.7,55.0,551
0.55,61.5,56.7,1902
0.53,58.3,62.0,1727
0.5,61.4,61.0,1971
0.26,62.0,55.0,394
1.07,62.8,57.0,8120
1.0,62.5,59.0,4493
0.83,59.4,59.0,3276
0.31,62.5,54.0,789
1.01,59.7,60.0,5923
0.39,60.5,56.0,866
0.32,63.1,56.0,554
0.3,61.9,57.0,665
0.75,60.2,57.0,3136
0.27,62.1,57.0,486
0.32,62.5,57.0,449
1.05,61.1,58.0,5323
0.7,60.3,63.0,2399
0.43,61.0,58.0,943
0.36,63.0,59.0,643
1.51,62.2,59.0,14300
1.11,61.9,58.0,3655
1.11,61.9,58.0,3978
1.5,59.7,60.0,10744
0.93,62.2,55.0,3689
0.42,61.1,56.0,1179
1.57,60.5,61.0,10930
0.36,61.3,54.0,781
0.36,62.1,55.0,568
1.5,59.2,62.0,9576
0.3,62.8,57.0,776
1.06,59.6,58.0,4903
0.31,61.4,57.0,671
0.9,57.9,62.0,3604
0.77,61.0,57.0,2360
1.17,62.1,57.0,4617
2.33,61.1,58.0,11638
0.33,63.2,56.0,1109
0.71,63.0,57.0,3354
1.01,58.1,61.0,5147
0.54,61.9,55.0,1817
0.51,61.2,59.0,1882
1.18,62.5,58.0,3965
0.29,62.1,55.0,731
2.01,60.1,59.0,14752
0.33,60.6,58.0,752
1.22,63.8,57.0,4612
0.9,62.1,56.0,3295
1.53,61.2,60.0,14282
1.01,62.5,54.0,7597
0.76,61.8,57.0,3306
2.02,64.4,60.0,10666
0.28,63.0,55.0,586
1.01,63.5,61.0,4959
0.56,62.1,56.0,2357
1.39,62.7,58.0,7986
0.5,62.5,52.4,1679
0.52,61.4,55.0,1389
1.59,62.4,56.0,10106
0.41,61.4,57.0,753
0.7,63.5,59.0,2264
0.53,61.9,54.0,2802
1.5,63.1,54.0,8408
0.4,61.0,59.0,1080
0.41,62.3,55.0,1431
0.41,62.8,58.0,863
1.51,62.2,60.0,8637
0.34,63.3,56.0,628
0.41,60.5,57.0,961
1.06,60.7,63.0,2080
0.35,61.6,56.0,829
1.14,62.3,56.0,5382
1.29,61.8,55.0,7513
1.12,61.1,58.0,5620
0.58,59.7,57.0,1332
0.3,61.5,55.0,710
0.3,62.3,55.0,826
0.4,60.3,61.0,667
1.01,63.0,60.0,4642
2.01,60.8,57.2,13133
0.41,62.1,53.0,912
0.32,61.4,56.0,1359
0.46,61.4,57.0,1006
0.41,60.1,60.0,755
0.9,64.0,58.0,4203
0.42,63.0,57.0,970
1.41,63.4,63.0,11010
0.77,61.6,59.0,2657
0.26,60.9,57.0,452
0.95,62.5,58.0,3237
2.03,62.6,56.0,15717
0.43,61.7,58.0,948
0.42,62.1,54.0,760
1.17,61.7,57.0,9326
1.07,61.2,60.0,4494
0.35,62.2,58.0,921
1.01,60.1,64.0,5986
0.38,61.5,56.0,874
0.5,62.1,56.0,1197
1.03,63.1,55.0,10615
0.54,61.9,54.0,1847
0.42,61.6,57.0,908
1.01,61.2,58.0,4559
0.42,61.9,56.0,1273
0.27,60.9,58.0,620
0.55,60.1,59.0,1735
1.2,62.8,61.0,4973
0.25,61.6,56.0,455
0.91,58.8,59.0,4191
1.03,63.1,56.0,4326
0.7,62.4,55.0,4341
0.4,64.2,57.0,662
1.51,65.8,56.0,8387
0.53,60.4,57.0,1412
1.82,62.7,58.0,15162
0.7,61.2,57.0,2100
0.53,61.5,56.0,1676
0.4,60.8,59.0,954
0.3,62.1,59.0,844
1.03,61.5,57.0,3230
0.52,63.3,56.0,1670
0.4,61.4,57.6,655
3.0,60.7,59.0,16970
0.52,62.1,58.0,1577
0.32,61.8,55.0,612
0.27,62.0,55.0,622
0.33,61.5,61.0,434
1.01,60.0,57.0,5886
0.6,60.4,63.0,1378
0.31,63.7,58.0,462
1.11,62.7,56.0,5386
0.36,59.8,62.0,1013
0.4,62.0,59.0,900
0.31,62.0,56.0,533
1.28,61.9,56.0,3355
1.03,61.3,57.0,6981
0.4,61.6,57.0,982
0.59,63.7,57.0,1265
0.33,61.6,55.0,984
1.0,60.7,59.0,4080
0.33,59.1,60.0,772
1.12,61.5,58.0,4953
0.91,61.8,60.0,4045
1.01,61.9,54.0,7014
1.59,62.1,58.0,10996
0.9,62.6,59.0,4126
0.31,61.8,57.0,571
0.33,62.3,55.0,579
0.41,60.2,60.0,969
0.52,62.1,56.0,1210
1.01,60.6,57.0,5317
0.31,61.1,55.0,774
0.38,61.8,53.8,693
0.82,60.9,57.0,2966
1.18,61.3,55.0,10308
0.57,61.6,56.0,1728
0.56,62.7,59.0,2016
0.5,64.0,55.0,1976
0.7,60.5,56.0,2375
0.53,61.0,59.0,1273
1.81,62.3,58.0,11854
0.71,60.9,55.0,2669
0.34,62.2,55.0,941
0.23,62.2,60.0,505
0.56,61.7,54.0,1094
0.44,61.1,55.0,694
0.36,62.4,63.0,858
0.5,62.0,58.0,1095
0.51,64.0,58.0,1349
0.53,60.4,57.0,1772
0.41,62.1,56.0,1079
0.41,61.3,60.0,811
0.96,62.1,62.0,4755
0.75,63.3,57.0,2385
1.91,63.0,59.0,13367
1.17,61.8,55.0,8072
0.36,60.8,59.0,810
1.35,61.5,56.0,10378
0.38,61.2,62.0,812
1.51,64.1,60.0,9293
0.31,61.4,55.0,625
0.32,61.4,56.0,720
0.4,61.5,56.0,1128
0.63,61.5,56.0,2526
0.32,60.9,58.0,345
0.91,61.6,60.0,3846
0.77,61.8,56.0,3533
0.47,62.0,54.0,2460
0.9,62.6,59.0,4596
0.7,61.8,56.0,2810
0.3,63.5,57.0,506
0.7,59.1,59.0,2278
1.1,62.3,56.0,5226
1.01,61.7,55.0,7347
1.51,63.0,58.0,11957
0.28,62.2,54.0,462
0.4,62.8,56.0,918
0.72,61.7,58.0,2058
1.02,62.3,56.0,3455
1.5,61.0,58.0,9450
0.3,61.7,54.0,605
0.43,60.3,58.0,1207
2.11,67.6,57.0,7019
0.32,60.6,57.0,730
0.32,61.1,53.0,842
0.3,62.0,59.0,658
1.01,63.7,56.0,6289
0.81,64.8,56.2,3323
2.01,66.6,54.0,14402
0.36,61.6,55.0,523
1.01,61.5,62.0,3299
0.73,61.4,55.0,2902
1.2,61.7,55.0,5822
0.31,62.3,54.0,586
0.7,59.6,62.0,1855
0.42,62.0,55.0,884
1.51,63.7,57.0,7695
0.73,61.9,59.0,3442
0.38,60.9,58.0,998
0.74,60.6,60.0,2744
0.57,60.5,57.0,1884
1.21,61.8,56.0,8863
0.41,61.8,59.0,984
1.05,60.7,55.0,8946
1.02,64.3,60.0,3713
0.61,61.2,56.0,3008
1.51,62.8,55.0,10314
0.9,60.1,59.0,5754
0.32,61.4,57.0,796
1.01,61.7,58.0,3499
1.0,62.3,56.0,7644
0.38,58.1,58.0,658
0.39,61.5,61.0,943
0.75,62.4,57.0,3822
0.41,61.8,58.0,1356
0.81,63.1,57.0,3462
2.12,62.3,58.0,12693
2.01,70.2,57.0,6315
0.51,62.3,61.0,1574
2.1,62.9,58.0,13930
0.5,63.3,57.0,1063
0.54,59.4,65.0,1131
0.42,63.0,57.0,756
0.34,60.3,54.0,765
0.33,61.0,58.0,579
0.91,62.7,63.0,3881
0.44,58.8,62.0,777
0.31,61.6,57.0,544
0.7,58.2,60.0,2681
0.34,62.0,57.0,596
2.03,59.6,60.0,18680
0.54,61.2,60.0,1013
0.76,61.1,58.0,2262
1.16,61.9,55.0,9781
0.54,58.2,60.0,1667
0.23,62.8,55.0,536
0.3,62.0,55.0,802
1.01,62.7,57.0,5174
1.75,60.8,58.0,7644
1.5,64.3,60.0,9946
1.62,62.2,58.0,11351
1.25,62.0,61.0,4200
0.41,63.9,55.0,827
0.31,63.4,55.0,544
0.41,62.2,59.0,775
0.46,60.9,62.0,1267
1.04,58.2,60.0,6890
0.31,62.7,59.0,593
0.91,62.1,58.0,4256
0.31,61.7,54.0,924
1.51,61.8,55.0,12626
0.3,61.3,58.0,684
0.31,62.4,58.0,802
1.2,62.4,60.0,8521
0.77,61.2,59.0,3428
1.42,61.9,55.0,7773
1.14,62.3,58.0,5469
0.76,60.6,59.0,3833
0.92,61.7,56.0,4457
0.73,61.7,57.0,3649
0.62,59.9,65.0,1116
1.55,59.7,60.0,17773
0.82,61.5,56.0,3364
1.7,63.5,56.0,15102
0.31,61.3,58.0,408
0.31,62.2,55.0,628
1.55,62.0,56.0,7319
0.34,61.7,55.0,1276
1.11,62.5,57.0,4073
0.35,60.5,56.0,1001
0.4,61.2,55.0,666
0.7,63.0,55.0,2993
0.32,61.4,55.0,1080
0.7,62.9,61.0,3175
0.23,62.8,56.0,340
0.3,60.2,57.0,653
0.51,63.7,57.0,1665
3.01,59.7,58.0,18710
1.24,61.6,59.0,6874
1.13,61.1,56.0,8674
2.32,60.6,58.0,18508
0.38,61.4,57.0,833
0.9,61.0,59.0,3931
1.26,62.5,56.0,7477
0.5,63.7,57.0,1431
1.52,62.0,60.0,8620
1.21,62.7,54.0,9323
0.3,62.5,55.0,710
1.01,62.0,56.0,9483
0.77,61.9,54.0,2292
0.75,62.3,57.0,2903
0.35,63.3,55.0,669
0.67,58.7,61.5,2309
1.23,59.0,57.0,6406
0.5,61.6,57.0,1575
0.24,60.8,55.0,678
0.4,60.9,60.0,689
2.02,61.6,56.0,18050
0.81,60.2,58.0,2936
0.5,62.4,61.0,863
1.28,63.4,59.0,4967
0.23,61.0,59.0,402
1.21,64.0,57.0,4201
0.71,63.6,58.0,2494
1.01,59.0,59.0,5600
0.9,65.2,58.0,3669
0.7,63.5,56.0,2212
0.71,60.4,60.0,3576
1.58,62.9,59.0,12844
1.06,60.5,60.0,4737
0.54,61.2,57.4,1311
0.31,63.7,54.0,732
1.01,59.9,59.0,4242
1.11,62.0,57.0,4227
1.0,68.9,56.0,3833
1.09,62.1,56.0,5258
0.4,60.3,62.0,924
0.31,61.8,59.0,830
1.26,63.3,57.0,8040
0.41,62.1,60.0,889
1.01,63.8,56.0,6283
1.52,61.2,63.0,9030
0.31,60.6,60.0,802
0.9,62.2,59.0,2800
0.24,61.8,54.0,572
0.4,60.9,58.0,1125
0.31,63.1,54.0,544
0.56,60.7,56.0,2167
0.71,59.0,59.0,3380
1.09,62.4,55.0,4871
0.7,62.9,56.0,2028
0.92,62.6,55.0,4249
0.33,61.1,57.0,492
1.51,63.5,60.0,10628
1.56,57.6,65.0,6966
0.4,61.2,57.0,1220
0.59,61.8,56.0,1834
1.03,62.9,56.0,5710
1.5,60.7,61.0,11025
0.53,61.6,56.0,3346
0.26,62.1,55.0,545
0.9,63.1,58.0,5771
1.0,62.4,60.0,6377
0.3,62.2,58.0,742
1.5,60.4,59.0,12000
1.61,60.9,63.0,7775
0.56,61.4,57.0,1882
1.25,60.5,64.0,3465
0.53,62.5,56.0,1314
0.59,61.7,56.0,1633
1.03,60.0,60.0,4603
1.03,60.1,59.0,4199
0.72,62.1,59.0,1987
0.73,63.2,56.0,2912
0.74,61.4,56.0,2956
0.32,60.8,57.0,828
1.43,62.6,57.0,8969
0.7,59.9,63.0,2444
0.52,60.3,60.0,2427
0.9,59.2,61.0,3160
2.0,57.3,65.0,13320
0.44,60.7,57.0,1334
0.56,60.1,58.0,2959
2.1,62.0,62.0,12308
0.34,61.4,58.0,686
0.72,61.1,59.0,2466
0.33,61.5,55.0,713
0.58,61.9,54.0,1772
1.01,62.5,60.0,4672
0.51,62.7,57.0,1562
0.67,63.2,60.0,2171
0.37,61.1,57.0,1041
0.5,61.6,56.0,2160
0.47,61.9,56.0,1319
0.91,59.7,55.0,4279
0.35,60.0,58.0,835
0.73,62.0,53.0,2121
1.52,60.9,61.0,12738
0.75,59.1,58.0,2180
0.33,61.1,59.0,521
0.96,63.0,54.0,4355
0.36,62.1,56.0,873
1.01,60.8,59.0,7964
1.56,58.7,63.0,7583
0.34,62.3,60.0,536
1.52,62.8,62.0,9129
0.3,62.4,56.0,590
1.54,61.9,56.0,12195
0.97,62.6,58.0,4400
1.23,61.5,54.0,7988
0.5,62.2,57.0,1316
1.02,59.5,59.0,4662
0.33,60.4,59.0,579
0.9,62.4,63.0,3880
1.5,60.2,59.0,16783
0.71,59.0,61.0,2505
0.92,62.0,60.0,3618
0.73,62.5,58.0,1298
0.41,62.0,56.0,873
1.0,62.5,59.0,5775
1.57,61.1,61.0,8572
0.32,61.7,55.0,867
0.38,61.6,56.0,1074
0.35,62.1,54.0,892
1.02,63.8,59.0,6080
0.9,63.6,58.0,2860
0.5,60.7,61.0,840
0.32,61.7,59.0,648
0.35,61.8,55.0,503
0.36,61.8,55.0,735
0.63,62.6,55.0,1821
0.31,61.5,56.0,734
1.66,62.8,56.0,10134
0.9,58.8,62.0,1599
0.33,61.7,56.0,752
1.2,59.6,61.0,4890
0.9,62.3,59.0,2693
0.34,60.2,58.0,612
0.55,60.9,56.0,1556
1.15,63.2,58.0,9068
1.76,60.3,57.0,17442
